"country","countryiso3","estimate_control_of_corru.364_2013","estimate_control_of_corru.364_2014","estimate_control_of_corru.364_2015","estimate_control_of_corru.364_2016","estimate_control_of_corru.364_2017","estimate_control_of_corru.364_2018","stderr_control_of_corrupt.366_2013","stderr_control_of_corrupt.366_2014","stderr_control_of_corrupt.366_2015","stderr_control_of_corrupt.366_2016","stderr_control_of_corrupt.366_2017","stderr_control_of_corrupt.366_2018","rank_control_of_corruptio.367_2013","rank_control_of_corruptio.367_2014","rank_control_of_corruptio.367_2015","rank_control_of_corruptio.367_2016","rank_control_of_corruptio.367_2017","rank_control_of_corruptio.367_2018","lower_control_of_corrupti.368_2013","lower_control_of_corrupti.368_2014","lower_control_of_corrupti.368_2015","lower_control_of_corrupti.368_2016","lower_control_of_corrupti.368_2017","lower_control_of_corrupti.368_2018","upper_control_of_corrupti.369_2013","upper_control_of_corrupti.369_2014","upper_control_of_corrupti.369_2015","upper_control_of_corrupti.369_2016","upper_control_of_corrupti.369_2017","upper_control_of_corrupti.369_2018","estimate_rule_of_law.370_2013","estimate_rule_of_law.370_2014","estimate_rule_of_law.370_2015","estimate_rule_of_law.370_2016","estimate_rule_of_law.370_2017","estimate_rule_of_law.370_2018","stderr_rule_of_law.372_2013","stderr_rule_of_law.372_2014","stderr_rule_of_law.372_2015","stderr_rule_of_law.372_2016","stderr_rule_of_law.372_2017","stderr_rule_of_law.372_2018","rank_rule_of_law.373_2013","rank_rule_of_law.373_2014","rank_rule_of_law.373_2015","rank_rule_of_law.373_2016","rank_rule_of_law.373_2017","rank_rule_of_law.373_2018","lower_rule_of_law.374_2013","lower_rule_of_law.374_2014","lower_rule_of_law.374_2015","lower_rule_of_law.374_2016","lower_rule_of_law.374_2017","lower_rule_of_law.374_2018","upper_rule_of_law.375_2013","upper_rule_of_law.375_2014","upper_rule_of_law.375_2015","upper_rule_of_law.375_2016","upper_rule_of_law.375_2017","upper_rule_of_law.375_2018","estimate_political_stabil.376_2013","estimate_political_stabil.376_2014","estimate_political_stabil.376_2015","estimate_political_stabil.376_2016","estimate_political_stabil.376_2017","estimate_political_stabil.376_2018","stderr_political_stabilit.378_2013","stderr_political_stabilit.378_2014","stderr_political_stabilit.378_2015","stderr_political_stabilit.378_2016","stderr_political_stabilit.378_2017","stderr_political_stabilit.378_2018","rank_political_stability_.379_2013","rank_political_stability_.379_2014","rank_political_stability_.379_2015","rank_political_stability_.379_2016","rank_political_stability_.379_2017","rank_political_stability_.379_2018","lower_political_stability.380_2013","lower_political_stability.380_2014","lower_political_stability.380_2015","lower_political_stability.380_2016","lower_political_stability.380_2017","lower_political_stability.380_2018","upper_political_stability.381_2013","upper_political_stability.381_2014","upper_political_stability.381_2015","upper_political_stability.381_2016","upper_political_stability.381_2017","upper_political_stability.381_2018","estimate_voice_and_accoun.382_2013","estimate_voice_and_accoun.382_2014","estimate_voice_and_accoun.382_2015","estimate_voice_and_accoun.382_2016","estimate_voice_and_accoun.382_2017","estimate_voice_and_accoun.382_2018","stderr_voice_and_accounta.384_2013","stderr_voice_and_accounta.384_2014","stderr_voice_and_accounta.384_2015","stderr_voice_and_accounta.384_2016","stderr_voice_and_accounta.384_2017","stderr_voice_and_accounta.384_2018","rank_voice_and_accountabi.385_2013","rank_voice_and_accountabi.385_2014","rank_voice_and_accountabi.385_2015","rank_voice_and_accountabi.385_2016","rank_voice_and_accountabi.385_2017","rank_voice_and_accountabi.385_2018","lower_voice_and_accountab.386_2013","lower_voice_and_accountab.386_2014","lower_voice_and_accountab.386_2015","lower_voice_and_accountab.386_2016","lower_voice_and_accountab.386_2017","lower_voice_and_accountab.386_2018","upper_voice_and_accountab.387_2013","upper_voice_and_accountab.387_2014","upper_voice_and_accountab.387_2015","upper_voice_and_accountab.387_2016","upper_voice_and_accountab.387_2017","upper_voice_and_accountab.387_2018","estimate_government_effec.388_2013","estimate_government_effec.388_2014","estimate_government_effec.388_2015","estimate_government_effec.388_2016","estimate_government_effec.388_2017","estimate_government_effec.388_2018","stderr_government_effecti.390_2013","stderr_government_effecti.390_2014","stderr_government_effecti.390_2015","stderr_government_effecti.390_2016","stderr_government_effecti.390_2017","stderr_government_effecti.390_2018","rank_government_effective.391_2013","rank_government_effective.391_2014","rank_government_effective.391_2015","rank_government_effective.391_2016","rank_government_effective.391_2017","rank_government_effective.391_2018","lower_government_effectiv.392_2013","lower_government_effectiv.392_2014","lower_government_effectiv.392_2015","lower_government_effectiv.392_2016","lower_government_effectiv.392_2017","lower_government_effectiv.392_2018","upper_government_effectiv.393_2013","upper_government_effectiv.393_2014","upper_government_effectiv.393_2015","upper_government_effectiv.393_2016","upper_government_effectiv.393_2017","upper_government_effectiv.393_2018","estimate_regulatory_quali.394_2013","estimate_regulatory_quali.394_2014","estimate_regulatory_quali.394_2015","estimate_regulatory_quali.394_2016","estimate_regulatory_quali.394_2017","estimate_regulatory_quali.394_2018","stderr_regulatory_quality.396_2013","stderr_regulatory_quality.396_2014","stderr_regulatory_quality.396_2015","stderr_regulatory_quality.396_2016","stderr_regulatory_quality.396_2017","stderr_regulatory_quality.396_2018","rank_regulatory_quality.397_2013","rank_regulatory_quality.397_2014","rank_regulatory_quality.397_2015","rank_regulatory_quality.397_2016","rank_regulatory_quality.397_2017","rank_regulatory_quality.397_2018","lower_regulatory_quality.398_2013","lower_regulatory_quality.398_2014","lower_regulatory_quality.398_2015","lower_regulatory_quality.398_2016","lower_regulatory_quality.398_2017","lower_regulatory_quality.398_2018","upper_regulatory_quality.399_2013","upper_regulatory_quality.399_2014","upper_regulatory_quality.399_2015","upper_regulatory_quality.399_2016","upper_regulatory_quality.399_2017","upper_regulatory_quality.399_2018"
"Somalia","SOM",-1.580707,-1.659763,-1.615163,-1.701287,-1.716338,-1.800085,0.174923,0.1659801,0.1621666,0.1585572,0.1441915,0.1553286,0.4739336,0.4807692,1.442308,0.9615384,0.4807692,0,0,0,0,0,0,0,6.161138,4.807693,5.288462,4.807693,4.807693,2.884615,-2.404246,-2.349381,-2.300112,-2.346421,-2.312931,-2.332786,0.1714478,0.1880988,0.1863967,0.169766,0.1604333,0.1540808,0,0,0,0,0,0.4807692,0,0,0,0,0,0,0,0,0.4807692,0.4807692,0.9615384,0.4807692,-2.758687,-2.515828,-2.380828,-2.357363,-2.258667,-2.219771,0.2382643,0.2055897,0.2105385,0.2161667,0.2245828,0.225094,0,1.904762,1.904762,2.380952,3.809524,3.809524,0,0,0,0.4761905,0.4761905,0.952381,1.895735,4.285714,4.761905,4.761905,6.190476,5.238095,-2.17477,-2.114793,-2.001481,-1.912402,-1.778114,-1.833135,0.1220104,0.1298309,0.128555,0.125899,0.1271155,0.1337425,1.408451,0.9852217,1.477833,2.463054,3.940887,3.448276,0,0,0,0.9852217,0.9852217,0.9852217,1.408451,2.463054,3.448276,4.926108,5.91133,6.403941,-2.217361,-2.445876,-2.196855,-2.191046,-2.216206,-2.19103,0.1944479,0.2185428,0.2035693,0.1866216,0.1959189,0.1936536,0,0,0,0.4807692,0.4807692,0.9615384,0,0,0,0,0,0,0.4739336,0,0.9615384,1.442308,1.442308,1.442308,-2.219174,-2.124876,-2.15277,-2.265274,-2.290807,-2.314809,0.2176306,0.2233294,0.2146927,0.192088,0.1890501,0.1911103,0.9478673,0.9615384,0.9615384,0.9615384,0.4807692,0.9615384,0,0,0,0,0,0,1.421801,2.884615,2.403846,2.403846,1.923077,2.403846
"Serbia","SRB",-0.3009326,-0.2269956,-0.2670502,-0.3224787,-0.3751129,-0.3702148,0.1281046,0.1281227,0.1294625,0.133382,0.1231133,0.1360668,46.91943,51.44231,49.03846,45.19231,43.26923,41.82692,37.44076,39.90385,37.98077,32.69231,31.25,29.32692,55.45024,56.73077,55.76923,53.84615,50,51.44231,-0.3261064,-0.1496817,-0.117173,-0.1592503,-0.1923404,-0.1464036,0.1273675,0.1335103,0.1355729,0.1547254,0.1446907,0.145667,45.53991,50.96154,52.40385,48.07692,48.07692,49.03846,36.15023,40.86538,43.26923,36.05769,35.09615,39.42308,51.64319,60.57692,59.61538,56.73077,54.80769,56.73077,-0.0756381,0.1841108,0.238982,0.1401536,0.0868026,0.0824774,0.2280198,0.1963862,0.2029834,0.2077957,0.2159105,0.2157381,43.12796,53.33333,55.23809,50,49.52381,49.52381,30.33175,40.47619,42.38095,38.09524,34.76191,36.19048,57.34597,62.38095,63.33333,62.38095,62.38095,61.42857,0.2854885,0.2126113,0.2310588,0.199048,0.1158026,0.0018319,0.1181111,0.1248963,0.1273109,0.1227101,0.1242667,0.1280458,57.277,55.66502,55.17241,53.69458,49.7537,46.30542,52.58216,48.76847,47.78325,46.79803,42.36453,37.93103,62.9108,60.09852,61.08374,58.62069,57.14286,54.18719,-0.086723,0.0896169,0.1111203,0.0796595,0.1842694,0.1116198,0.2026088,0.2158914,0.2163988,0.2055892,0.2093909,0.22757,51.18483,58.17308,56.73077,56.25,60.09615,56.73077,40.28436,44.23077,44.71154,43.26923,47.59615,42.30769,61.61137,70.19231,69.23077,68.75,70.19231,69.71154,-0.0611573,0.1412161,0.155342,0.0562996,0.0090444,0.0074444,0.1740351,0.1801694,0.1746228,0.1779754,0.1842517,0.2076896,52.1327,55.76923,57.21154,54.80769,55.28846,56.25,39.81042,48.07692,49.51923,44.71154,40.86538,39.42308,57.8199,66.82692,68.26923,65.38461,65.38461,65.38461
"South Sudan","SSD",-1.382362,-1.589431,-1.687515,-1.714806,-1.713314,-1.727954,0.2250523,0.2006514,0.1956006,0.1971188,0.1972327,0.1882964,3.791469,0.9615384,0.4807692,0.4807692,0.9615384,0.4807692,0,0,0,0,0,0,15.63981,8.173077,4.807693,5.769231,6.25,5.769231,-1.512015,-1.82296,-1.855473,-1.929472,-1.938457,-1.958408,0.1968499,0.1908162,0.1958024,0.2089642,0.2034856,0.2071321,3.286385,0.9615384,0.9615384,1.442308,1.442308,1.442308,0,0,0,0,0,0.4807692,10.79812,2.403846,2.884615,4.807693,4.326923,4.807693,-1.730329,-2.646577,-2.375689,-2.418966,-2.452061,-2.439316,0.3737586,0.2309307,0.2445816,0.2496468,0.2597767,0.2562913,5.687204,1.428571,2.380952,1.904762,1.428571,2.380952,1.895735,0,0,0,0,0,14.69194,4.285714,4.761905,4.285714,3.809524,5.238095,-1.44238,-1.617889,-1.594529,-1.794646,-1.816687,-1.977599,0.1529142,0.1526021,0.1493751,0.1434054,0.1463962,0.1625956,8.920188,4.926108,5.418719,3.940887,2.955665,1.477833,3.755868,3.448276,3.448276,0.9852217,0.9852217,0,15.02347,9.359606,10.34483,7.389163,5.91133,4.433497,-1.679247,-2.068171,-2.163074,-2.353382,-2.483661,-2.449409,0.2398118,0.2212068,0.2116514,0.2071654,0.2152993,0.2213946,0.9478673,0.4807692,0.4807692,0,0,0,0,0,0,0,0,0,8.530806,1.442308,0.9615384,0.9615384,0.4807692,0.9615384,-1.527299,-1.66792,-1.683604,-1.858261,-1.944518,-2.064091,0.2273521,0.2158984,0.2073459,0.2098686,0.2076807,0.2083305,4.739336,4.326923,2.884615,2.884615,2.884615,2.403846,1.421801,1.923077,1.923077,0.9615384,0.4807692,0,12.32228,7.692307,6.25,4.326923,3.365385,3.365385
"Sao Tome and Principe","STP",-0.1755021,-0.0019088,-0.0451635,-0.0661725,0.1712368,0.1838712,0.2220135,0.2204282,0.2093273,0.2120445,0.2000254,0.1828222,54.02843,57.69231,56.25,55.76923,60.57692,61.53846,35.54502,44.23077,43.75,40.38462,51.44231,52.40385,63.03318,65.86539,65.86539,65.38461,68.26923,67.78846,-0.768153,-0.7928805,-0.7560787,-0.6631513,-0.7009884,-0.6863676,0.1521817,0.1640441,0.1651041,0.188018,0.1731961,0.1661737,26.76056,22.59615,25.48077,28.36539,25.96154,25.96154,15.02347,11.53846,13.94231,16.82692,15.38461,16.82692,38.96714,33.65385,37.5,39.42308,36.05769,36.53846,0.1118407,0.184183,0.1440426,0.2232869,0.1859762,0.5335671,0.2934464,0.2368605,0.245048,0.2302891,0.2397686,0.239692,50.7109,53.80952,52.85714,54.28571,53.80952,64.28571,35.54502,36.66667,36.66667,39.52381,38.57143,52.85714,64.92891,64.7619,62.38095,65.71429,65.2381,81.90476,0.1350571,0.3214463,0.2800586,0.3688102,0.2990205,0.1583277,0.1415169,0.155643,0.1542545,0.1543339,0.1553732,0.1598258,54.92958,58.62069,57.14286,57.14286,56.65025,51.72414,44.60094,49.7537,47.78325,49.26109,47.78325,40.8867,59.15493,67.48769,64.53202,67.48769,66.50246,60.59113,-0.7258032,-0.817302,-0.7509078,-0.6721189,-0.7500911,-0.6393903,0.2055534,0.2201188,0.209987,0.2086794,0.2179192,0.2212417,26.06635,20.67308,22.59615,26.92308,21.15385,26.44231,14.21801,12.5,12.5,13.94231,12.98077,15.38461,42.65403,36.05769,39.90385,40.38462,37.01923,40.86538,-0.7929333,-0.7993983,-0.7713445,-0.8124583,-0.8332095,-0.8459124,0.204977,0.2089258,0.2028228,0.2105031,0.209334,0.209322,23.69668,25.48077,25.48077,21.15385,18.75,18.26923,12.32228,10.57692,12.5,10.57692,11.05769,9.615385,35.07109,34.13462,36.05769,33.65385,32.21154,32.69231
"Suriname","SUR",-0.275392,-0.4432834,-0.239112,-0.303487,-0.1743335,-0.2114844,0.1891796,0.1828495,0.1717458,0.1756218,0.1560951,0.168254,47.8673,39.90385,50.48077,46.15385,50,48.07692,34.59716,26.44231,36.53846,32.21154,41.82692,37.01923,59.24171,52.88462,58.17308,57.69231,58.65385,59.61538,-0.0451611,-0.1371766,-0.1953805,-0.1548774,-0.1508679,-0.0639684,0.1724383,0.1925429,0.1879105,0.2094525,0.1923123,0.1817286,53.52113,51.92308,49.03846,49.51923,50,51.92308,45.07042,37.5,36.05769,32.69231,33.17308,40.38462,59.62441,63.46154,59.61538,59.13462,59.61538,60.57692,0.1327792,0.2492708,0.2566883,0.1620813,0.1266212,0.0773252,0.2402864,0.2046973,0.2114094,0.2151124,0.2234693,0.224247,52.1327,56.19048,56.19048,51.90476,51.90476,49.04762,36.49289,42.38095,42.38095,38.09524,37.61905,35.23809,64.45498,65.71429,65.2381,63.80952,63.33333,61.42857,0.357051,0.516895,0.4113952,0.4152397,0.4298437,0.3158507,0.1448851,0.160879,0.1509137,0.1472521,0.1487803,0.1511253,59.15493,64.53202,59.60591,61.08374,61.08374,58.12808,53.99061,56.65025,52.70936,52.21675,53.20197,49.7537,65.7277,71.42857,70.44335,69.45813,68.96552,66.50246,-0.0158028,-0.1759236,-0.3458428,-0.3379573,-0.6171899,-0.6553037,0.2267065,0.2598217,0.2885604,0.2797679,0.2878259,0.2917387,54.9763,46.15385,41.82692,39.90385,29.80769,25.48077,42.65403,28.36539,20.19231,20.19231,12.98077,11.53846,63.03318,62.01923,59.13462,57.21154,48.07692,46.63462,-0.4449131,-0.6330165,-0.6074461,-0.6269572,-0.5374635,-0.6315839,0.251179,0.2756712,0.2458772,0.254692,0.2453039,0.2484729,35.54502,28.84615,29.32692,27.88461,31.73077,28.84615,22.27488,11.53846,13.94231,12.5,15.38461,12.5,52.60664,48.07692,47.11538,46.15385,49.51923,43.75
"Slovak Republic","SVK",0.083146,0.1627372,0.1778616,0.2291559,0.2237696,0.3629198,0.1389998,0.1376296,0.1361686,0.142851,0.1294508,0.1411197,60.66351,60.09615,62.5,63.46154,62.5,66.34615,54.02843,54.32692,55.76923,57.69231,57.69231,59.61538,65.40285,66.34615,66.82692,67.30769,66.34615,71.63461,0.4785463,0.4960261,0.5038067,0.6468015,0.5712293,0.5290585,0.1373972,0.1442147,0.1439474,0.1665098,0.1552485,0.1484249,64.78873,70.67308,69.23077,74.51923,71.63461,70.19231,59.62441,64.90385,63.94231,64.42308,62.01923,61.53846,72.30047,76.44231,75,79.80769,77.40385,75.96154,1.119518,1.039121,0.8745452,0.7211707,0.9097863,0.7504383,0.2291728,0.1957394,0.2017246,0.2095633,0.2166968,0.2161918,89.09953,85.71429,74.7619,71.42857,80,72.38095,67.77251,69.52381,61.90476,59.04762,65.2381,58.57143,99.05213,97.14286,92.85714,90,94.28571,88.57143,0.9595503,0.9595861,0.9654341,0.9607725,0.9359443,0.878241,0.1272072,0.1362529,0.1355165,0.1312115,0.1319526,0.1379168,76.52582,75.86207,76.35468,76.35468,75.86207,76.84729,70.42254,70.93596,71.42857,70.93596,70.93596,69.95074,87.79343,88.66995,87.19212,86.69951,85.71429,83.25123,0.7891342,0.8762358,0.8377234,0.8940681,0.8006557,0.7074615,0.2077521,0.2216189,0.21994,0.2106452,0.2133012,0.2132453,73.93365,75,75,76.92308,75,75.48077,66.82465,71.63461,69.23077,72.59615,68.75,66.82692,82.46445,87.01923,85.57692,85.57692,84.13461,79.80769,0.9341252,0.8897797,0.788662,0.8890519,0.8238245,0.8107936,0.1934251,0.2006214,0.1955554,0.2006105,0.2118216,0.2138331,78.67299,78.36539,75,78.84615,76.44231,75.96154,72.03792,70.19231,68.75,70.19231,69.71154,68.75,86.25592,87.01923,82.21154,85.09615,83.65385,83.17308
"Slovenia","SVN",0.7293216,0.7267765,0.7729982,0.8229882,0.8137993,0.8702175,0.1272483,0.1262155,0.1273766,0.1323268,0.1217142,0.1309793,74.40759,74.51923,76.44231,77.40385,79.32692,80.76923,70.14218,69.23077,68.75,70.19231,71.15385,75,79.14692,78.84615,80.28846,81.25,81.73077,82.21154,1.000792,1.001514,0.9745702,1.082672,1.023465,1.058505,0.1327189,0.1389228,0.1390077,0.1576325,0.1471277,0.1409364,81.22066,81.25,80.76923,83.17308,82.69231,82.69231,73.23943,76.92308,75,77.88461,76.92308,77.88461,86.38498,86.05769,85.09615,87.98077,86.05769,86.53846,0.8822517,0.9657734,0.9533927,0.990436,0.8732033,0.9109183,0.2257874,0.1922474,0.1981644,0.2049565,0.211684,0.211271,74.40759,79.52381,81.42857,82.85714,76.66666,80,64.45498,67.61905,65.71429,66.66666,64.7619,65.71429,91.94313,95.71429,95.2381,95.71429,92.85714,92.38095,1.001897,0.9561069,0.9868262,1.010171,1.004898,0.9910611,0.1199334,0.127936,0.1299661,0.1256814,0.1263107,0.1309706,79.81221,74.87685,78.32513,80.29556,79.80296,79.31035,72.30047,70.93596,71.92118,71.92118,73.89162,72.9064,88.73239,87.19212,88.17734,89.65517,89.16256,88.66995,1.013163,1.00516,0.9724185,1.127259,1.170688,1.125806,0.2077521,0.2216189,0.21994,0.2106452,0.2133012,0.2132453,79.62085,79.80769,77.88461,83.65385,84.61539,83.17308,70.61611,72.59615,73.07692,74.51923,75,75.48077,87.20379,87.98077,87.01923,90.86539,91.82692,91.34615,0.6301469,0.6616281,0.6263494,0.6402694,0.5781539,0.6948206,0.183036,0.190555,0.1845939,0.1882345,0.196561,0.1982157,72.51185,73.07692,72.59615,73.07692,72.11539,75,61.61137,64.42308,63.94231,64.90385,63.94231,65.86539,78.19905,79.32692,78.84615,78.84615,78.84615,81.25
"Sweden","SWE",2.291621,2.153375,2.241128,2.19184,2.138935,2.139578,0.1483606,0.1417843,0.1438526,0.14769,0.1348298,0.1434279,98.5782,98.07692,98.55769,98.07692,98.07692,98.07692,96.20853,95.19231,95.67308,95.19231,95.19231,94.71154,100,100,100,100,100,100,1.972878,1.992006,2.037792,2.019034,1.936157,1.895983,0.1529223,0.164592,0.1601668,0.1741622,0.1637345,0.1569692,99.53052,97.59615,99.03846,99.51923,99.03846,98.55769,94.3662,90.86539,92.78846,94.23077,91.82692,91.34615,100,100,100,100,100,100,1.127778,1.065415,0.9471064,1.017941,0.9842001,0.9136876,0.2257874,0.1922474,0.1981644,0.2049565,0.211684,0.211271,90.04739,88.09524,80.95238,87.14286,81.90476,80.47619,68.72038,70.47619,65.71429,69.52381,67.14286,65.71429,99.05213,97.61905,94.7619,95.71429,95.2381,92.38095,1.65811,1.611089,1.56531,1.563904,1.57698,1.611055,0.1288184,0.1400346,0.1427269,0.1402943,0.1413513,0.1437459,99.06104,99.50739,99.50739,99.50739,99.50739,97.53695,94.83568,94.08867,92.11823,93.10345,93.59606,92.61084,100,100,100,100,100,100,1.909026,1.803889,1.815902,1.773643,1.837576,1.830975,0.2167549,0.2292054,0.2278272,0.2193927,0.2222289,0.2221446,98.5782,95.67308,96.63461,94.71154,96.15385,96.15385,92.41706,88.94231,88.94231,90.38461,91.82692,91.34615,100,99.51923,99.51923,99.51923,99.51923,99.51923,1.905513,1.81139,1.815066,1.854203,1.798393,1.800021,0.2232595,0.2285708,0.2178168,0.227055,0.2200749,0.2226358,99.05213,96.63461,97.11539,97.11539,95.67308,97.59615,91.94313,90.38461,91.82692,91.34615,90.86539,90.38461,100,99.51923,99.03846,100,99.51923,99.51923
"Swaziland","SWZ",-0.4131178855896,-0.428299814462662,-0.387836426496506,-0.440371602773666,NA,NA,0.188672989606857,0.1932732462883,0.187884122133255,0.207193434238434,NA,NA,41.7061614990234,41.3461532592773,43.75,39.4230766296387,NA,NA,26.0663509368896,26.4423084259033,26.9230766296387,22.115385055542,NA,NA,54.502368927002,53.8461532592773,54.8076934814453,53.8461532592773,NA,NA,-0.458853274583817,-0.314296454191208,-0.324313819408417,-0.321980983018875,NA,NA,0.141833022236824,0.155346930027008,0.15674301981926,0.171906933188438,NA,NA,41.3145523071289,44.230770111084,44.711540222168,40.8653831481934,NA,NA,30.5164318084717,32.6923065185547,31.730770111084,29.8076915740967,NA,NA,47.417839050293,54.8076934814453,54.8076934814453,53.3653831481934,NA,NA,-0.431911140680313,-0.500559747219086,-0.476151049137115,-0.490953356027603,NA,NA,0.252466678619385,0.212399378418922,0.221596121788025,0.22733348608017,NA,NA,32.2274894714355,29.0476188659668,28.5714282989502,29.5238094329834,NA,NA,19.4312801361084,18.5714282989502,19.5238094329834,17.619047164917,NA,NA,45.497631072998,39.0476188659668,41.9047622680664,42.3809509277344,NA,NA,-1.26199340820313,-1.33380103111267,-1.40120983123779,-1.42391228675842,NA,NA,0.124692402780056,0.15287983417511,0.151788666844368,0.138382792472839,NA,NA,13.1455402374268,10.3448276519775,9.85221672058105,9.35960578918457,NA,NA,7.51173686981201,5.41871929168701,4.92610836029053,5.9113302230835,NA,NA,15.962441444397,19.7044334411621,16.2561569213867,15.2709360122681,NA,NA,-0.448193281888962,-0.562953531742096,-0.538646459579468,-0.556703746318817,NA,NA,0.190259993076324,0.201740801334381,0.194633930921555,0.202792689204216,NA,NA,39.3364944458008,30.769229888916,33.1730766296387,33.6538467407227,NA,NA,24.6445503234863,17.3076915740967,18.75,17.7884616851807,NA,NA,48.3412322998047,44.711540222168,46.1538467407227,43.75,NA,NA,-0.352633148431778,-0.464353561401367,-0.511012077331543,-0.576255798339844,NA,NA,0.202236652374268,0.206211999058723,0.19914573431015,0.210530295968056,NA,NA,39.3364944458008,33.6538467407227,33.1730766296387,29.3269233703613,NA,NA,26.5402851104736,24.519229888916,21.634614944458,17.7884616851807,NA,NA,53.0805702209473,49.519229888916,48.0769233703613,45.6730766296387,NA,NA
"Seychelles","SYC",0.4419724,0.4380095,0.8836091,0.7761543,0.6810741,0.7026863,0.2035384,0.2014055,0.1949337,0.2120445,0.1915117,0.1790231,69.19431,68.26923,77.88461,76.92308,74.51923,75.96154,61.13744,59.13462,68.75,66.34615,65.86539,67.30769,74.40759,75.48077,84.13461,81.73077,81.25,81.25,0.0717096,0.1263859,0.2010458,0.1508748,0.102437,0.2000629,0.1461709,0.1561214,0.1577779,0.1850711,0.1659253,0.1592175,56.33803,62.01923,62.98077,59.13462,58.17308,59.61538,49.76526,51.92308,55.28846,50,48.07692,51.92308,61.50235,67.78846,67.78846,66.82692,63.46154,67.78846,0.8255889,0.3616324,0.6887798,0.7330045,0.7931806,0.6970197,0.2524667,0.2123994,0.2215961,0.2302891,0.2357102,0.2347493,72.03792,59.04762,68.09524,71.90476,74.28571,69.52381,60.18958,45.71429,57.61905,58.09524,61.42857,57.61905,91.94313,69.52381,88.09524,90.47619,91.42857,88.09524,0.0200993,-0.0475149,0.0801099,0.1581115,0.1903677,0.2116492,0.1402241,0.15371,0.1519186,0.1511174,0.1526776,0.1577877,49.29578,47.29064,49.7537,50.73891,53.69458,54.18719,41.78404,37.43842,40.8867,42.85714,43.34975,42.85714,56.33803,55.17241,58.62069,59.60591,61.08374,62.06897,0.3820674,0.3607702,0.4228553,0.370023,0.4147626,0.502284,0.1926655,0.2046112,0.1994364,0.2086794,0.2037217,0.2062318,64.92891,66.82692,68.75,67.78846,67.30769,71.15385,56.87204,55.76923,56.25,53.84615,55.28846,58.65385,70.61611,73.07692,74.03846,73.55769,74.51923,76.92308,-0.2841012,-0.3328607,-0.0918801,-0.2591546,-0.1767318,-0.1489415,0.2022367,0.206212,0.1991457,0.2105031,0.2044545,0.2052808,44.54976,40.86538,50,44.71154,47.11538,47.59615,30.33175,28.36539,36.53846,27.88461,31.73077,33.17308,53.5545,53.84615,60.57692,56.25,60.57692,61.53846
"Syrian Arab Republic","SYR",-1.258988,-1.553168,-1.545719,-1.572115,-1.562994,-1.626812,0.174436,0.1674188,0.1650786,0.1803661,0.1611395,0.1785744,8.530806,2.403846,1.923077,2.403846,2.403846,1.442308,0.4739336,0,0,0,0,0,16.11374,7.692307,8.173077,8.653846,8.173077,8.173077,-1.406143,-1.362182,-1.423044,-1.990615,-2.090365,-2.047868,0.1635743,0.1828471,0.1813265,0.220347,0.203811,0.1930713,4.694836,5.769231,4.807693,0.9615384,0.9615384,0.9615384,0.9389671,1.442308,0.9615384,0,0,0,11.73709,11.53846,10.57692,3.365385,1.923077,3.365385,-2.681143,-2.748824,-2.974081,-2.916323,-2.620377,-2.739623,0.2382643,0.2055897,0.2105385,0.220457,0.2293911,0.2301576,0.4739336,0,0,0,0.952381,0.952381,0,0,0,0,0,0,1.895735,2.380952,0.4761905,0.952381,3.809524,2.380952,-1.834907,-1.878197,-1.922481,-1.986811,-1.968701,-1.958449,0.1158458,0.1385346,0.1378962,0.1365882,0.1379345,0.1443941,3.286385,3.448276,2.955665,1.477833,1.970443,1.970443,1.408451,1.477833,0.4926108,0,0,0,4.225352,4.433497,4.433497,3.940887,4.433497,4.433497,-1.400502,-1.400045,-1.590413,-1.818922,-1.769772,-1.671169,0.2237301,0.2389471,0.2358627,0.2409909,0.2638147,0.2724083,6.635071,7.211538,5.288462,2.403846,2.403846,3.365385,0.4739336,1.442308,0.9615384,0,0.4807692,0.9615384,14.69194,15.38461,10.57692,7.211538,8.653846,9.615385,-1.54875,-1.685532,-1.635518,-1.666154,-1.827265,-1.795827,0.2150329,0.223909,0.2195528,0.2479076,0.234026,0.2364093,4.265403,3.846154,4.326923,3.846154,3.365385,3.365385,1.421801,1.923077,1.923077,1.923077,0.9615384,1.923077,10.42654,7.692307,6.730769,7.692307,5.769231,6.25
