"retail_recreation","grocery_pharmacy","parks","transit_stations","workplaces","residential","country","countryiso3"
NA,NA,NA,NA,-38,NA,"Webster County 2",NA
-39,-15,NA,NA,-31,NA,"Wetzel County",NA
-40,-12,-21,NA,-31,9,"Wood County 1",NA
-66,NA,NA,NA,-32,NA,"Wyoming County",NA
-55,-30,-12,-50,-34,13,"Wisconsin",NA
-37,-13,29,-14,-29,8,"Wyoming",NA
-42,-27,-4,1,-29,16,"Albany County",NA
-35,-7,NA,NA,-29,NA,"Big Horn County",NA
-32,-2,NA,-7,-22,17,"Campbell County",NA
-30,-14,NA,-15,-35,NA,"Carbon County 1",NA
-42,-3,NA,-35,-22,NA,"Converse County",NA
NA,NA,NA,NA,-38,NA,"Crook County 1",NA
-31,-17,NA,NA,-27,15,"Fremont County 3",NA
-24,-17,NA,NA,-26,NA,"Goshen County",NA
-67,-22,-56,NA,NA,NA,"Hot Springs County",NA
-38,-2,NA,NA,-30,NA,"Johnson County 6",NA
-39,-20,26,-16,-28,10,"Laramie County",NA
-30,-5,NA,NA,-35,NA,"Lincoln County 13",NA
-36,-8,64,-29,-29,9,"Natrona County",NA
-35,10,NA,NA,-31,5,"Park County 1",NA
-35,-5,NA,-43,-31,NA,"Platte County",NA
-34,7,NA,NA,-26,13,"Sheridan County",NA
-70,-24,NA,NA,-36,NA,"Sublette County",NA
-33,-9,NA,6,-22,15,"Sweetwater County",NA
-83,-50,-57,-80,-70,NA,"Teton County 1",NA
-29,2,NA,1,-18,NA,"Uinta County",NA
-17,-7,NA,NA,-32,NA,"Washakie County",NA
-57,-24,NA,NA,-34,NA,"Weston County",NA
-75,-45,-79,-71,-35,22,"Uruguay","URY"
-60,-45,-71,-77,-24,-3,"Artigas Department",NA
-74,-49,-77,-75,-31,20,"Canelones Department",NA
-74,-43,-76,-73,-28,13,"Cerro Largo Department",NA
-78,-51,-84,-90,-38,21,"Colonia Department",NA
-68,-39,-68,-79,-21,-2,"Durazno Department",NA
-83,-38,-72,NA,-20,NA,"Flores Department",NA
-63,-37,-78,-70,-23,13,"Florida Department",NA
-53,-35,-76,-69,-22,-2,"Lavalleja Department",NA
-87,-65,-88,-86,-56,24,"Maldonado Department",NA
-73,-37,-72,-58,-37,23,"Montevideo Department",NA
-68,-22,-75,-78,-23,18,"Paysandú Department",NA
-71,-33,-76,-67,-33,12,"Rivera Department",NA
-89,-75,-89,-90,-41,9,"Rocha Department",NA
-72,-49,-82,-64,-27,-3,"Río Negro Department",NA
-71,-49,-74,-68,-30,17,"Salto Department",NA
-60,-40,-78,-61,-23,19,"San José Department",NA
-67,-52,-78,NA,-28,13,"Soriano Department",NA
-67,-43,-77,-76,-25,15,"Tacuarembó Department",NA
-60,-24,-75,-55,-20,NA,"Treinta y Tres Department",NA
-62,-44,-57,-62,-25,16,"Venezuela","VEN"
-52,-29,-33,-49,-20,16,"Vietnam","VNM"
-8,-1,-9,-9,-5,5,"Yemen","YEM"
-21,-8,-6,-24,0,10,"Zambia","ZMB"
-2,24,-4,-6,14,13,"Zimbabwe","ZWE"
