"country","countryiso3","Q1.1.1a","Q1.1.1b","Q1.1.1c","Q1.1.2a","Q1.1.2b","Q1.2.1a","Q1.2.1b","Q1.2.1c","Q1.2.2a","Q1.2.2b","Q1.2.2c","Q1.2.3a","Q1.2.4a","Q1.2.4b","Q1.2.5a","Q1.3.1a","Q1.3.1b","Q1.3.1c","Q1.3.1d","Q1.3.1e","Q1.3.2a","Q1.3.3a","Q1.3.4a","Q1.3.5a","Q1.4.1a","Q1.4.1b","Q1.4.2a","Q1.5.1a","Q1.5.1b","Q1.5.1c","Q1.5.2a","Q1.6.1a","Q1.6.1b","Q2.1.1a","Q2.1.1b","Q2.1.2a","Q2.1.2b","Q2.1.3a","Q2.1.3b","Q2.2.1a","Q2.2.1b","Q2.2.2a","Q2.2.2b","Q2.2.2c","Q2.2.3a","Q2.2.4a","Q2.2.4b","Q2.2.5a","Q2.2.5b","Q2.2.5c","Q2.3.1a","Q2.3.1b","Q2.3.2a","Q2.4.1a","Q3.1.1a","Q3.1.1b","Q3.1.1c","Q3.1.1d","Q3.1.2a","Q3.2.1a","Q3.2.1b","Q3.3.1a","Q3.3.1b","Q3.3.1c","Q3.4.1a","Q3.5.1a","Q3.5.2a","Q3.5.2b","Q3.6.1a","Q3.6.2a","Q3.6.3a","Q3.6.4a","Q3.7.1a","Q3.7.1b","Q3.7.2a","Q3.7.2b","Q4.1.1a","Q4.1.1b","Q4.1.1c","Q4.1.2a","Q4.1.2b","Q4.2.1a","Q4.2.2a","Q4.2.3a","Q4.3.1a","Q4.3.1b","Q4.3.1c","Q4.3.2a","Q4.4.1a","Q4.4.1b","Q4.5.1a","Q4.5.2a","Q4.6.1a","Q4.6.1b","Q4.6.2a","Q4.6.2b","Q5.1.1a","Q5.1.2a","Q5.2.1a","Q5.2.1b","Q5.3.1a","Q5.3.1b","Q5.3.1c","Q5.3.1d","Q5.3.2a","Q5.4.1a","Q5.4.1b","Q5.4.2a","Q5.4.2b","Q5.5.1a","Q5.5.1b","Q5.5.2a","Q5.5.3a","Q5.5.3b","Q5.6.1a","Q5.6.1b","Q5.6.1c","Q6.1.1a","Q6.1.2a","Q6.1.3a","Q6.1.4a","Q6.1.5a","Q6.1.6a","Q6.1.7a","Q6.2.1a","Q6.2.2a","Q6.2.3a","Q6.2.4a","Q6.2.5a","Q6.3.1a","Q6.3.2a","Q6.3.3a","Q6.4.1a","Q6.4.2a","Q6.4.3a","Q6.5.1a","Q6.5.1b","Q6.5.2a","Q6.5.2b","Q6.5.3a"
"Liechtenstein","LIE",2,1,1,1,0,1,1,0,1,1,1,0,42,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,95,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,98.1,122.9,3,4,1,1,1,1,300,1210,0,505,0,0,0,0,1,99.1,725.4,0,0,0,0,1,1,0,1,1,1,0,1,1,2,1,1,4,1,1,0,0,0,0,0,0,0,1,0,1,1,4,4,4,4,4,2,2,99.9,0.848,0.2,1,2,4,4,4,14.3,0,4,82.66,90.69,100,100,2867
"Lithuania","LTU",2,1,0,1,1,1,1,0,1,0,1,0,112,NA,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,94,1,2,1,1,1,1,1,1,0,1,0,1,1,1,1,2,1,1,1,1,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,77.6,130,0,3,1,1,1,1,437.9,805,0,730,0,1,0,0,1,100,639.8,0,0,0,0,1,1,0,1,0,1,1,1,1,2,1,1,4,1,1,0,0,0,0,0,1,0,1,0,1,1,3,3,2,3,4,2,2,99.8,0.8767,0.5,1,2,2,2,3,67.5,0.84,3,74.32,80.5,97.4,93.6,1298
"Luxembourg","LUX",2,1,1,1,1,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,99,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97.8,130,2,3,1,1,1,1,292.1,1232.6,0,480,1,1,0,0,1,99.9,716.1,0,0,0,0,1,1,0,1,0,1,0,1,1,2,1,1,4,1,0,0,0,0,0,0,0,0,1,0,1,1,4,4,4,3,4,2,2,99.9,0.9341,0.2,2,2,4,4,3,90.7,0,4,82.29,96,100,97.6,5176
"Madagascar","MDG",0,1,0,1,0,1,1,0,1,0,0,0,3,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,2,0,0,0,1,0,1,1,0,0,0,1,1,1,9.8,34.1,0,4,1,1,1,1,14.3,21.8,0,20,0,1,0,0,1,44.3,20.2,0,0,0,0,0,1,0,1,0,1,0,1,1,2,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,2,2,3,3,2,2,71.6,0.3976,39,0,1,0,1,1,36.5,-0.57,0,65.93,29.6,50.6,9.7,43
"Malawi","MWI",0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.5,41.7,7,16,1,1,1,1,1.9,28.3,1,130,0,0,0,0,0,89.8,13.1,0,0,0,0,0,1,0,1,0,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,2,1,4,4,2,3,62.1,0.3805,33.6,0,1,1,2,0,16.7,-2.55,0,63.22,32.2,67.2,43.5,32
"Malaysia","MYS",2,2,0,1,0,1,1,0,1,0,1,1,8,2,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,93,1,2,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,2,0,0,0,0,0,0,1,1,0,1,1,1,0,80.1,130,4,4,0,1,1,1,153.3,412.4,1,190,0,1,0,0,0,99.4,395.7,0,1,1,1,1,1,0,1,0,1,0,1,1,2,1,1,2,1,0,0,0,0,0,0,1,0,1,0,1,1,2,3,2,3,3,2,3,93.7,0.713,0,2,2,2,4,3,75.4,3.26,4,75.3,68.1,96.4,99.6,531
"Maldives","MDV",2,1,0,1,1,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,59.1,130,20,15,1,1,1,1,361.1,822.2,0,430,0,1,0,0,0,95.6,311.1,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,2,2,1,2,3,2,1,98.6,0.6569,1.5,1,1,1,2,3,39.4,0,2,77.34,70.4,97.9,95.9,1182
"Mali","MLI",0,1,0,0,0,1,1,0,0,0,0,1,5,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,11.1,112.4,22,14,1,1,1,1,8.5,44.3,0,10,0,1,0,0,0,43.7,28.6,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,2,2,0,1,0,1,33.1,0.3225,15.5,0,2,1,0,1,41.6,-0.65,3,57.97,34.9,74.3,31.3,26
"Malta","MLT",2,1,0,1,1,0,0,0,1,0,0,0,32,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1,130,1,3,1,1,1,1,390.8,914.1,0,470,0,1,0,0,1,99.8,1221,0,0,0,0,0,1,0,1,0,1,0,1,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,4,2,3,93.3,0.7844,0,2,2,1,3,3,94.5,0,4,81.8,89.9,100,100,2216
"Marshall Islands","MHL",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8,29.2,3,4,1,1,1,1,45.6,355.1,0,270,0,0,0,0,0,90.1,84.1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,4,4,4,2,3,98.3,0.6543,0.2,1,1,1,2,1,76.6,0,0,73.6,43,78.2,86.9,492
"Mauritania","MRT",0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,92.2,10,7,1,1,1,1,6.8,66.7,0,40,0,1,0,0,0,69.3,83.4,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,2,4,2,2,51.2,0.3834,1.4,0,1,0,1,1,52.8,-0.04,3,63.24,40.6,69.6,44.6,60
"Mauritius","MUS",2,2,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,52.2,130,12,13,0,0,1,1,200.3,334.7,0,340,1,0,0,0,0,99.8,581.2,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,3,3,4,2,3,93.2,0.6269,0.1,1,2,2,3,2,40.8,0.2,2,74.39,68.7,99.9,93.1,532
"Mexico","MEX",2,1,0,1,0,1,1,0,1,1,1,0,31,NA,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,79,1,2,1,1,0,1,1,2,0,1,1,1,1,1,1,1,0,1,1,0,0,1,2,0,1,0,0,0,0,1,0,0,1,0,1,1,63.9,88.5,5,11,1,1,1,1,223.1,264.5,1,150,1,1,0,0,0,97.7,392.4,0,1,0,0,1,1,0,1,1,1,1,1,1,2,1,1,4,1,0,0,0,0,0,0,1,0,1,1,1,1,1,2,2,2,3,2,1,94.9,0.657,0.6,0,1,2,2,3,79.9,-0.52,4,77.12,66.3,98.3,89.2,507
"Micronesia",NA,0,0,0,1,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,1,0,0,1,1,0,0,33.4,21.9,3,4,1,1,1,1,17.7,331.9,0,320,0,1,1,0,0,100,11.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,3,4,4,4,2,4,74.3,0.5239,5.7,1,1,0,2,2,22.6,0.4,0,69.2,41.6,88.4,54.5,120
"Moldova","MDA",0,0,0,1,1,1,1,0,1,0,1,1,47,9,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,93,1,2,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,71,90.4,5,1,1,1,1,1,319.8,450.8,1,580,0,1,0,0,1,99.7,222.4,0,0,0,0,1,1,0,1,0,1,0,1,1,2,1,1,4,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,2,4,3,0,1,99.1,0.7738,0,0,1,1,1,1,42.6,1.4,2,71.61,67.4,86.7,78.4,234
"Monaco","MCO",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,95.2,85.2,3,4,1,1,1,1,664.5,2052.1,0,1380,0,0,0,0,0,99.1,213.2,0,0,0,0,1,1,0,1,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,4,4,4,4,4,2,3,99.9,0.8427,0.2,1,2,4,4,4,100,0,4,89.4,90.69,100,100,2402
"Mongolia","MNG",2,1,0,1,0,1,1,1,1,0,0,1,64,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,2,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,22.3,126.4,0,0,1,1,1,1,326.2,406.8,0,700,0,1,0,0,0,98.9,167.4,0,0,0,1,0,1,0,1,0,1,0,1,0,2,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,2,4,2,4,4,2,2,98.3,0.699,0.1,1,1,2,2,2,68.4,0.52,4,69.29,53.4,83.2,59.2,265
"Montenegro","MNE",2,1,0,1,1,1,0,0,1,0,1,1,31,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,58,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,71.3,130,2,3,1,1,1,1,234.3,574,0,400,0,1,0,0,1,99,321.3,0,0,0,0,1,0,0,1,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,3,4,2,2,98.4,0.8677,0,1,1,2,2,2,66.5,0,1,77.12,81,97.6,95.9,1001
"Morocco","MAR",2,1,0,0,0,1,0,1,0,0,1,0,5,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,99,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,61.8,122.9,8,12,1,1,1,1,61.8,87.2,1,110,0,1,0,0,0,73.6,226.4,0,0,0,0,1,1,0,1,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,3,2,2,69.4,0.5176,0.2,1,1,2,3,2,61.9,0.38,4,75.82,57.6,83,83.5,218
"Mozambique","MOZ",0,1,0,1,0,1,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,40,7,0,0,1,1,1,5.5,40.1,1,70,0,0,0,0,1,54.3,4.7,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,2,3,2,3,56,0.4477,27.9,0,1,2,2,1,35.5,-2.7,2,58.31,30,47.3,23.6,33
"Myanmar","MMR",2,1,0,0,0,1,1,0,1,0,1,1,6,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83,1,2,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,25.1,89.8,5,10,1,1,1,1,56.8,93,1,90,0,0,0,0,0,60.2,215.4,0,1,0,0,0,0,0,1,0,1,0,1,1,2,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,2,2,1,0,1,75.6,0.5442,1.5,2,1,1,2,1,30.3,-6.89,0,66.61,41.6,67.5,64.7,58
"Namibia","NAM",0,0,0,1,1,1,0,0,1,0,0,1,7,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,31,104.5,0,9,1,1,1,1,37.4,277.5,0,270,0,0,0,0,0,88.2,74.8,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,2,2,3,3,4,2,3,88.3,0.528,4.6,1,1,3,3,1,49,-0.9,1,64.39,44.6,78.8,33.8,600
"Nauru","NRU",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54,87.2,3,4,1,1,1,1,139.4,697.2,1,500,0,0,0,0,0,97.4,14.4,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,4,2,1,95.3,0.6015,0.2,1,1,2,1,2,100,0,1,67.8,64.11,100,65.6,757
"Nepal","NPL",2,1,0,1,1,1,0,0,1,0,0,1,2,66,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,90,1,2,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,1,0,19.7,123.2,7,12,1,1,1,1,59.8,204.1,0,30,0,0,0,0,0,58,86.5,0,1,1,0,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,1,3,3,2,3,59.6,0.5204,3.1,0,1,0,2,1,19.3,0,1,70.25,40,87.7,46.1,29
"Netherlands","NLD",2,2,1,1,1,1,1,1,1,0,1,1,32,6,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,93,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,2,1,0,1,1,0,1,1,0,0,1,1,1,1,93.2,120.5,4,3,1,1,1,1,347.8,1054.2,1,470,1,1,1,0,1,100,601.3,1,1,0,0,1,1,1,1,1,1,1,1,1,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,1,1,4,4,2,3,4,2,3,99.9,0.9564,0,2,2,3,4,4,91.1,0.32,3,81.51,96.1,100,97.7,4252
"New Zealand","NZL",2,2,0,1,1,1,1,0,1,1,1,1,56,28,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,93,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,1,0,0,0,1,1,1,88.5,130,0,1,1,1,1,1,306.1,1114.8,0,280,1,1,1,0,1,96.3,497.5,0,1,0,0,0,1,0,1,1,1,0,1,1,2,1,1,4,1,0,0,0,0,0,0,1,0,1,0,1,1,4,4,4,3,4,2,3,99.9,0.8643,0.2,2,2,3,4,3,86.5,-0.09,1,81.61,92.4,100,100,2882
"Nicaragua","NIC",2,1,0,1,0,1,1,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,99,1,2,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,24.6,130,0,7,1,1,1,1,91.4,138.4,1,90,1,0,0,1,1,88,156.1,0,1,0,0,1,1,0,1,0,1,0,1,1,2,1,1,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,3,2,2,0,78,0.5441,0.7,0,0,1,2,2,58.3,-2.33,1,75.4,61.2,82.3,76.3,297
"Niger","NER",0,1,0,1,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1,2,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.2,40.9,22,14,1,1,1,1,1.9,13.7,1,30,0,1,0,0,1,39.7,35.9,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,30.6,0.3511,13.5,1,1,0,1,0,16.4,-0.1,3,60.06,28.4,45.8,12.9,15
"Nigeria","NGA",2,0,0,1,0,1,1,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,42,1,0,1,1,0,0,1,2,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,25.7,75.9,12,9,1,1,1,1,39.5,160.5,0,50,0,0,0,0,0,43,160.7,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,2,3,51.1,0.3976,21.8,1,1,1,1,0,49.5,-4.5,3,53.43,41.9,67.3,32.6,28
"Niue","NIU",0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79.6,37.9,3,4,1,1,1,1,184,981.6,0,318,0,0,0,0,0,100,43.2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,4,4,2,3,83.3,0.6015,0.2,1,1,2,1,2,44.8,-0.18,0,72.8,57.66,98.2,96.8,433
"North Korea","PRK",2,1,0,1,0,0,0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,NA,NA,1,1,1,1,350.7,409.1,0,1320,0,0,0,0,1,100,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,1,2,0,77,NA,NA,0,0,3,1,1,61.7,-10.53,3,71.69,53.4,99.6,77.1,NA
"North Macedonia","MKD",2,1,0,1,1,1,1,0,1,0,1,0,25,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,72.2,101.9,6,4,1,1,1,1,287.5,379.3,0,440,1,0,0,0,1,99.9,330.9,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,2,3,2,2,97.8,0.851,2.5,1,2,1,2,2,57.7,1.05,2,75.7,75.1,96.8,90.9,594
"Norway","NOR",2,2,0,1,1,1,1,1,1,1,1,0,74,18,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,96,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,0,0,2,0,0,1,0,0,0,1,0,0,1,1,1,0,96.5,107.8,0,1,1,1,1,1,438.5,1782.4,0,390,1,1,0,0,1,99.1,900.7,0,1,1,0,1,1,1,1,0,1,1,1,1,2,1,1,3,1,0,0,0,0,0,0,0,1,1,0,1,1,4,4,4,3,4,2,4,99.9,0.9519,0,2,2,3,4,4,81.9,0.07,4,82.51,96.6,100,98.1,5281
"Oman","OMN",2,1,0,1,1,1,1,0,0,0,1,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,2,1,1,1,0,1,1,1,0,0,0,1,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,76.9,130,5,6,1,1,1,1,191.5,415.3,1,160,0,1,0,0,1,99.1,167.2,0,0,0,0,0,1,0,1,0,1,1,1,0,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,2,1,2,3,4,2,2,96.1,0.7358,0.2,1,1,4,3,2,83.6,0,3,77.03,76.2,90.9,99.3,2520
"Pakistan","PAK",2,1,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,15.5,73.4,58,24,1,1,1,1,97.8,50.2,0,60,0,1,0,0,0,52.1,94,0,0,0,0,0,1,1,1,0,1,0,0,0,2,0,1,3,1,1,1,0,0,0,0,1,0,1,0,1,1,0,2,1,0,0,1,0,57,0.459,0.5,1,1,1,3,0,36.4,-0.56,2,66.48,37.6,88.5,58.3,40
"Palau","PLW",0,0,0,0,0,0,0,0,0,0,0,0,34,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,111.5,3,4,1,1,1,1,118.5,526.1,0,480,0,0,0,0,1,100,273.5,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,4,4,2,3,96.6,0.6543,0.2,1,1,1,1,2,79.4,0,0,73.6,85.32,99.6,100,1131
"Panama","PAN",0,1,0,1,0,0,0,0,1,1,1,0,15,8,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,98,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,54,130,1,0,1,1,1,1,159.4,233,1,230,1,0,1,0,0,94.6,480,0,0,0,0,1,1,0,1,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1,4,4,2,2,94.1,0.5388,0.5,0,2,3,3,3,67.4,-2.22,3,78,68.3,95,76.9,1148
"Papua New Guinea","PNG",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,9.6,46.8,3,4,1,1,1,1,5.5,53.2,1,318,0,0,0,0,0,53,7.2,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,3,3,2,2,61.6,0.2587,14.8,1,2,0,2,0,13.1,-0.06,1,65.54,31.8,36.6,18.6,65
"Paraguay","PRY",0,1,0,1,0,1,1,0,0,0,0,1,12,12,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,61.1,109.6,4,2,1,1,1,1,128.6,104.9,0,130,0,0,0,0,1,95.5,290.7,0,0,0,0,1,1,0,1,1,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,3,3,2,4,95.1,0.5326,0.3,1,2,1,2,2,61.3,-7.98,3,73.12,56.7,98.9,91.2,396
