"country","countryiso3","region","confirmed.01_22_2020","deaths.01_22_2020","recovered.01_22_2020","confirmed.01_23_2020","deaths.01_23_2020","recovered.01_23_2020","confirmed.01_24_2020","deaths.01_24_2020","recovered.01_24_2020","confirmed.01_25_2020","deaths.01_25_2020","recovered.01_25_2020","confirmed.01_26_2020","deaths.01_26_2020","recovered.01_26_2020","confirmed.01_27_2020","deaths.01_27_2020","recovered.01_27_2020","confirmed.01_28_2020","deaths.01_28_2020","recovered.01_28_2020","confirmed.01_29_2020","deaths.01_29_2020","recovered.01_29_2020","confirmed.01_30_2020","deaths.01_30_2020","recovered.01_30_2020","confirmed.01_31_2020","deaths.01_31_2020","recovered.01_31_2020","confirmed.02_01_2020","deaths.02_01_2020","recovered.02_01_2020","confirmed.02_02_2020","deaths.02_02_2020","recovered.02_02_2020","confirmed.02_03_2020","deaths.02_03_2020","recovered.02_03_2020","confirmed.02_04_2020","deaths.02_04_2020","recovered.02_04_2020","confirmed.02_05_2020","deaths.02_05_2020","recovered.02_05_2020","confirmed.02_06_2020","deaths.02_06_2020","recovered.02_06_2020","confirmed.02_07_2020","deaths.02_07_2020","recovered.02_07_2020","confirmed.02_08_2020","deaths.02_08_2020","recovered.02_08_2020","confirmed.02_09_2020","deaths.02_09_2020","recovered.02_09_2020","confirmed.02_10_2020","deaths.02_10_2020","recovered.02_10_2020","confirmed.02_11_2020","deaths.02_11_2020","recovered.02_11_2020","confirmed.02_12_2020","deaths.02_12_2020","recovered.02_12_2020","confirmed.02_13_2020","deaths.02_13_2020","recovered.02_13_2020","confirmed.02_14_2020","deaths.02_14_2020","recovered.02_14_2020","confirmed.02_15_2020","deaths.02_15_2020","recovered.02_15_2020","confirmed.02_16_2020","deaths.02_16_2020","recovered.02_16_2020","confirmed.02_17_2020","deaths.02_17_2020","recovered.02_17_2020","confirmed.02_18_2020","deaths.02_18_2020","recovered.02_18_2020","confirmed.02_19_2020","deaths.02_19_2020","recovered.02_19_2020","confirmed.02_20_2020","deaths.02_20_2020","recovered.02_20_2020","confirmed.02_21_2020","deaths.02_21_2020","recovered.02_21_2020","confirmed.02_22_2020","deaths.02_22_2020","recovered.02_22_2020","confirmed.02_23_2020","deaths.02_23_2020","recovered.02_23_2020","confirmed.02_24_2020","deaths.02_24_2020","recovered.02_24_2020","confirmed.02_25_2020","deaths.02_25_2020","recovered.02_25_2020","confirmed.02_26_2020","deaths.02_26_2020","recovered.02_26_2020","confirmed.02_27_2020","deaths.02_27_2020","recovered.02_27_2020","confirmed.02_28_2020","deaths.02_28_2020","recovered.02_28_2020","confirmed.02_29_2020","deaths.02_29_2020","recovered.02_29_2020","confirmed.03_01_2020","deaths.03_01_2020","recovered.03_01_2020","confirmed.03_02_2020","deaths.03_02_2020","recovered.03_02_2020","confirmed.03_03_2020","deaths.03_03_2020","recovered.03_03_2020","confirmed.03_04_2020","deaths.03_04_2020","recovered.03_04_2020","confirmed.03_05_2020","deaths.03_05_2020","recovered.03_05_2020","confirmed.03_06_2020","deaths.03_06_2020","recovered.03_06_2020","confirmed.03_07_2020","deaths.03_07_2020","recovered.03_07_2020","confirmed.03_08_2020","deaths.03_08_2020","recovered.03_08_2020","confirmed.03_09_2020","deaths.03_09_2020","recovered.03_09_2020","confirmed.03_10_2020","deaths.03_10_2020","recovered.03_10_2020","confirmed.03_11_2020","deaths.03_11_2020","recovered.03_11_2020","confirmed.03_12_2020","deaths.03_12_2020","recovered.03_12_2020","confirmed.03_13_2020","deaths.03_13_2020","recovered.03_13_2020","confirmed.03_14_2020","deaths.03_14_2020","recovered.03_14_2020","confirmed.03_15_2020","deaths.03_15_2020","recovered.03_15_2020","confirmed.03_16_2020","deaths.03_16_2020","recovered.03_16_2020","confirmed.03_17_2020","deaths.03_17_2020","recovered.03_17_2020","confirmed.03_18_2020","deaths.03_18_2020","recovered.03_18_2020","confirmed.03_19_2020","deaths.03_19_2020","recovered.03_19_2020","confirmed.03_20_2020","deaths.03_20_2020","recovered.03_20_2020","confirmed.03_21_2020","deaths.03_21_2020","recovered.03_21_2020","confirmed.03_22_2020","deaths.03_22_2020","recovered.03_22_2020","confirmed.03_23_2020","deaths.03_23_2020","recovered.03_23_2020","confirmed.03_24_2020","deaths.03_24_2020","recovered.03_24_2020","confirmed.03_25_2020","deaths.03_25_2020","recovered.03_25_2020","confirmed.03_26_2020","deaths.03_26_2020","recovered.03_26_2020","confirmed.03_27_2020","deaths.03_27_2020","recovered.03_27_2020","confirmed.03_28_2020","deaths.03_28_2020","recovered.03_28_2020","confirmed.03_29_2020","deaths.03_29_2020","recovered.03_29_2020","confirmed.03_30_2020","deaths.03_30_2020","recovered.03_30_2020","confirmed.03_31_2020","deaths.03_31_2020","recovered.03_31_2020","confirmed.04_01_2020","deaths.04_01_2020","recovered.04_01_2020","confirmed.04_02_2020","deaths.04_02_2020","recovered.04_02_2020","confirmed.04_03_2020","deaths.04_03_2020","recovered.04_03_2020","confirmed.04_04_2020","deaths.04_04_2020","recovered.04_04_2020","confirmed.04_05_2020","deaths.04_05_2020","recovered.04_05_2020","confirmed.04_06_2020","deaths.04_06_2020","recovered.04_06_2020","confirmed.04_07_2020","deaths.04_07_2020","recovered.04_07_2020","confirmed.04_08_2020","deaths.04_08_2020","recovered.04_08_2020","confirmed.04_09_2020","deaths.04_09_2020","recovered.04_09_2020","confirmed.04_10_2020","deaths.04_10_2020","recovered.04_10_2020","confirmed.04_11_2020","deaths.04_11_2020","recovered.04_11_2020","confirmed.04_12_2020","deaths.04_12_2020","recovered.04_12_2020","confirmed.04_13_2020","deaths.04_13_2020","recovered.04_13_2020","confirmed.04_14_2020","deaths.04_14_2020","recovered.04_14_2020","confirmed.04_15_2020","deaths.04_15_2020","recovered.04_15_2020","confirmed.04_16_2020","deaths.04_16_2020","recovered.04_16_2020","confirmed.04_17_2020","deaths.04_17_2020","recovered.04_17_2020","confirmed.04_18_2020","deaths.04_18_2020","recovered.04_18_2020","confirmed.04_19_2020","deaths.04_19_2020","recovered.04_19_2020"
"Ivory Coast","CIV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sri Lanka","LKA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,2,0,1,2,0,1,6,0,1,10,0,1,18,0,1,28,0,1,44,0,1,51,0,1,60,0,3,73,0,3,77,0,1,82,0,3,97,0,2,102,0,2,102,0,3,106,0,7,106,0,7,113,1,9,117,1,11,122,2,15,143,2,17,146,3,21,151,4,21,159,4,24,166,5,27,176,5,33,178,5,38,185,6,42,189,7,44,190,7,49,190,7,54,198,7,54,210,7,56,217,7,56,233,7,61,238,7,63,238,7,68,244,7,77,254,7,86,271,7,96
"Australia","AUS","New South Wales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,4,NA,2,4,NA,2,4,0,2,4,0,2,4,0,2,4,0,2,4,0,2,4,0,2,4,0,2,4,0,2,4,0,2,4,0,2,4,0,2,4,0,2,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,6,0,4,6,0,4,13,0,4,22,1,4,22,1,4,26,1,4,28,1,4,38,3,4,48,3,4,55,2,4,65,2,4,65,2,4,92,2,4,112,2,4,134,2,4,171,2,4,210,4,4,267,5,4,307,5,4,353,6,4,436,6,4,669,6,4,669,6,4,818,7,4,1029,7,4,1219,7,4,1405,7,4,1617,8,4,1791,8,4,2032,8,4,2032,8,4,2182,9,4,2298,10,4,2389,12,4,2493,12,4,2580,16,4,2637,18,4,2686,21,4,2734,21,4,2773,21,4,2822,22,4,2857,23,4,2857,24,4,2863,25,4,2870,25,4,2886,25,4,2897,25,4,2926,26,1379,2926,26,1379,2926,26,1379
"Australia","AUS","Victoria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,3,NA,NA,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,7,0,4,7,0,4,9,0,4,9,0,4,10,0,4,10,0,7,10,0,7,11,0,7,11,0,7,15,0,7,18,0,7,21,0,7,21,0,7,36,0,8,49,0,8,57,0,8,71,0,8,94,0,8,121,0,8,121,0,8,121,0,8,229,0,8,296,0,70,355,0,97,411,0,97,466,0,97,520,3,149,574,3,171,685,3,191,769,4,191,821,4,191,917,4,291,968,4,343,1036,5,422,1085,7,476,1115,8,527,1135,8,573,1158,10,620,1191,11,620,1212,12,620,1228,12,736,1241,13,926,1265,14,926,1268,14,926,1281,14,926,1291,14,1118,1299,14,1118,1299,14,1137,1302,14,1159,1319,14,1172,1319,14,1172
"Germany","DEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,8,0,0,10,0,0,12,0,0,12,0,0,12,0,0,12,0,0,13,0,0,13,0,0,14,0,0,14,0,0,16,0,0,16,0,0,16,0,1,16,0,1,16,0,1,16,0,1,16,0,1,16,0,12,16,0,12,16,0,12,16,0,14,16,0,14,16,0,14,16,0,14,17,0,14,27,0,15,46,0,16,48,0,16,79,0,16,130,0,16,159,0,16,196,0,16,262,0,16,482,0,16,670,0,17,799,0,18,1040,0,18,1176,2,18,1457,2,18,1908,3,25,2078,3,25,3675,7,46,4585,9,46,5795,11,46,7272,17,67,9257,24,67,12327,28,105,15320,44,113,19848,67,180,22213,84,233,24873,94,266,29056,123,453,32986,157,3243,37323,206,3547,43938,267,5673,50871,342,6658,57695,433,8481,62095,533,9211,66885,645,13500,71808,775,16100,77872,920,18700,84794,1107,22440,91159,1275,24575,96092,1444,26400,100123,1584,28700,103374,1810,28700,107663,2016,36081,113296,2349,46300,118181,2607,52407,122171,2767,53913,124908,2736,57400,127854,3022,60300,130072,3194,64300,131359,3294,68200,134753,3804,72600,137698,4052,77000,141397,4352,83114,143342,4459,85400,145184,4586,88000
"Canada","CAN","British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,2,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,5,0,0,5,0,0,5,0,0,5,0,0,6,0,0,6,0,0,6,0,0,6,0,0,7,0,0,7,0,0,7,0,3,7,0,3,8,0,3,8,0,3,8,0,3,9,0,3,12,0,3,13,0,3,21,0,3,21,0,4,27,0,4,32,1,4,32,1,4,39,1,4,46,1,4,64,1,4,64,1,4,73,1,4,103,4,4,103,4,4,186,7,4,231,7,4,271,8,4,424,10,4,424,10,0,472,13,0,617,13,0,617,13,0,725,14,0,725,14,0,884,17,0,884,17,0,970,19,0,1013,24,0,1013,24,0,1121,31,0,1174,31,0,1203,38,0,1203,38,0,1266,38,0,1266,39,0,1291,43,0,1336,48,0,1370,50,0,1445,58,0,1445,58,0,1490,69,0,1490,69,0,1517,72,0,1561,75,0,1575,77,0,1618,78,0,1647,81,0
"Germany","DEU","Bavaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Finland","FIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,2,0,1,2,0,1,2,0,1,3,0,1,6,0,1,6,0,1,6,0,1,6,0,1,12,0,1,15,0,1,15,0,1,23,0,1,30,0,1,40,0,1,59,0,1,59,0,1,155,0,1,225,0,1,244,0,10,277,0,10,321,0,10,336,0,10,400,0,10,450,0,10,523,1,10,626,1,10,700,1,10,792,1,10,880,3,10,958,5,10,1041,7,10,1167,9,10,1240,11,10,1352,13,10,1418,17,10,1446,17,10,1518,19,300,1615,20,300,1882,25,300,1927,28,300,2176,27,300,2308,34,300,2487,40,300,2605,42,300,2769,48,300,2905,49,300,2974,56,300,3064,59,300,3161,64,300,3237,72,300,3369,75,1700,3489,82,1700,3681,90,1700,3783,94,1700
"United Arab Emirates","ARE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,4,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,7,0,0,7,0,0,8,0,0,8,0,0,8,0,1,8,0,1,8,0,1,8,0,3,9,0,4,9,0,4,9,0,4,9,0,4,9,0,4,9,0,4,13,0,4,13,0,4,13,0,4,13,0,4,13,0,4,13,0,4,19,0,5,21,0,5,21,0,5,21,0,5,27,0,5,27,0,5,29,0,5,29,0,5,45,0,7,45,0,7,45,0,7,74,0,12,74,0,17,85,0,17,85,0,17,85,0,17,98,0,23,98,0,23,98,0,23,113,0,26,140,0,31,140,2,31,153,2,38,153,2,38,198,2,41,248,2,45,333,2,52,333,2,52,405,2,52,468,2,52,570,3,58,611,5,61,664,6,61,814,8,61,1024,8,96,1264,9,108,1505,10,125,1799,10,144,2076,11,167,2359,12,186,2659,12,239,2990,14,268,3360,16,418,3736,20,588,4123,22,680,4521,25,852,4933,28,933,5365,33,1034,5825,35,1095,6302,37,1188,6302,37,1188,6781,41,1286
"India","IND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,5,0,3,5,0,3,28,0,3,30,0,3,31,0,3,34,0,3,39,0,3,43,0,3,56,0,4,62,1,4,73,1,4,82,2,4,102,2,4,113,2,13,119,2,13,142,3,14,156,3,14,194,4,15,244,5,20,330,4,23,396,7,24,499,10,34,536,10,40,657,12,43,727,20,45,887,20,73,987,24,84,1024,27,95,1251,32,102,1397,35,123,1998,58,148,2543,72,191,2567,72,192,3082,86,229,3588,99,229,4778,136,375,5311,150,421,5916,178,506,6725,226,620,7598,246,774,8446,288,969,9205,331,1080,10453,358,1181,11487,393,1359,12322,405,1432,13430,448,1768,14352,486,2041,15722,521,2463,17615,559,2854
"Australia","AUS","Queensland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,4,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,1,5,0,1,5,0,1,5,0,1,5,0,1,5,0,1,5,0,1,5,0,1,9,0,1,9,0,1,9,0,1,11,0,1,11,0,1,13,0,8,13,0,8,13,0,8,15,0,8,15,0,8,18,0,8,20,0,8,20,0,8,35,0,8,46,0,8,61,0,8,68,0,8,78,0,8,94,0,8,144,0,8,184,0,8,221,0,8,259,0,8,319,0,8,397,0,8,443,0,8,493,1,8,555,1,8,625,1,8,656,2,8,689,2,8,743,2,8,781,2,8,835,4,8,873,4,8,900,4,8,907,4,8,921,4,173,934,4,173,943,4,173,953,4,345,965,4,372,974,5,372,983,5,372,987,5,372,998,5,442,999,5,442,1001,5,442,1007,5,442,1015,6,738,1015,6,738
"Italy","ITA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,20,1,0,62,2,1,155,3,2,229,7,1,322,10,1,453,12,3,655,17,45,888,21,46,1128,29,46,1694,34,83,2036,52,149,2502,79,160,3089,107,276,3858,148,414,4636,197,523,5883,233,589,7375,366,622,9172,463,724,10149,631,724,12462,827,1045,12462,827,1045,17660,1266,1439,21157,1441,1966,24747,1809,2335,27980,2158,2749,31506,2503,2941,35713,2978,4025,41035,3405,4440,47021,4032,4440,53578,4825,6072,59138,5476,7024,63927,6077,7432,69176,6820,8326,74386,7503,9362,80589,8215,10361,86498,9134,10950,92472,10023,12384,97689,10779,13030,101739,11591,14620,105792,12428,15729,110574,13155,16847,115242,13915,18278,119827,14681,19758,124632,15362,20996,128948,15887,21815,132547,16523,22837,135586,17127,24392,139422,17669,26491,143626,18279,28470,147577,18849,30455,152271,19468,32534,156363,19899,34211,159516,20465,35435,162488,21067,37130,165155,21645,38092,168941,22170,40164,172434,22745,42727,175925,23227,44927,178972,23660,47055
"Russia","RUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,3,0,2,3,0,2,3,0,2,4,0,2,13,0,2,13,0,2,17,0,3,17,0,3,NA,NA,NA,20,0,3,28,0,3,45,0,3,59,0,8,63,0,8,90,0,8,114,0,8,147,0,8,199,1,9,253,1,9,306,1,12,367,1,16,438,1,17,495,1,22,658,3,29,840,3,38,1036,4,45,1264,4,49,1534,8,64,1836,9,66,2337,17,121,2777,24,190,3548,30,235,4149,34,281,4731,43,333,5389,45,355,6343,47,406,7497,58,494,8672,63,580,10131,76,698,11917,94,795,13584,106,1045,15770,130,1291,18328,148,1470,21102,170,1694,24490,198,1986,27938,232,2304,32008,273,2590,36793,313,3057,42853,361,3291
"Sweden","SWE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,7,0,0,7,0,0,12,0,0,14,0,0,15,0,0,21,0,0,35,0,0,94,0,0,101,0,0,161,0,0,203,0,0,248,0,1,355,0,1,500,1,1,599,1,1,814,1,1,961,2,1,1022,3,1,1103,6,1,1190,7,1,1279,10,1,1439,11,16,1639,16,16,1763,20,16,1931,21,16,2046,25,16,2286,36,16,2526,62,16,2840,77,16,3069,105,16,3447,105,16,3700,110,16,4028,146,16,4435,180,16,4947,239,103,5568,308,103,6131,358,205,6443,373,205,6830,401,205,7206,477,205,7693,591,205,8419,687,205,9141,793,205,9685,870,381,10151,887,381,10483,899,381,10948,919,381,11445,1033,381,11927,1203,381,12540,1333,550,13216,1400,550,13822,1511,550,14385,1540,550
"UK","GBR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,8,0,0,8,0,0,9,0,1,9,0,1,9,0,1,9,0,1,9,0,8,9,0,8,9,0,8,9,0,8,9,0,8,9,0,8,9,0,8,9,0,8,13,0,8,13,0,8,13,0,8,15,0,8,20,0,8,23,0,8,36,0,8,40,0,8,51,0,8,85,0,8,115,1,8,163,2,8,206,2,18,273,3,18,321,4,18,382,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spain","ESP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,6,0,2,13,0,2,15,0,2,32,0,2,45,0,2,84,0,2,120,0,2,165,1,2,222,2,2,259,3,2,400,5,2,500,10,30,673,17,30,1073,28,32,1695,35,32,2277,54,183,2277,55,183,5232,133,193,6391,195,517,7798,289,517,9942,342,530,11748,533,1028,13910,623,1081,17963,830,1107,20410,1043,1588,25374,1375,2125,28603,1756,2125,35136,2311,3355,39885,2808,3794,49515,3647,5367,57786,4365,7015,65719,5138,9357,73235,5982,12285,80110,6803,14709,87956,7716,16780,95923,8464,19259,104118,9387,22647,112065,10348,26743,119199,11198,30513,126168,11947,34219,131646,12641,38080,136675,13341,40437,141942,14045,43208,148220,14792,48021,153222,15447,52165,158273,16081,55668,163027,16606,59109,166831,17209,62391,170099,17756,64727,172541,18056,67504,177644,18708,70853,184948,19315,74797,190839,20002,74797,191726,20043,74797,198674,20453,77357
